StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q1,Q58,Q58_4_TEXT,Q1.1,Q57,Q6_1,Q61,Q16,Q17,Q18,Q68,Q69,Q70,Q73,Q74,Q75,Q78,Q79,Q80,Q49_1,Q49_2,Q49_3,Q49_4,Q49_5,Q49_6,Q65,Q64,Q62,condition,link_click_count
2026-05-11 21:01:09,2026-05-11 21:11:18,IP Address,84.242.26.29,100,609,True,2026-05-11 21:11:18,R_2tl13lx7nF3zadx,,,,,53.5791,9.9942,anonymous,DE,Ich stimme zu,30-39,Männlich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",4,Ja,25.2 Millionen ca ,Ukraine ,244000,,,,,,,,,,Stimme eher zu,Stimme eher nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Gelegentlich,Sehr kurze Antworten ,Viel Erfolg!,A,3
2026-05-11 21:11:39,2026-05-11 21:16:46,IP Address,62.47.148.82,100,307,True,2026-05-11 21:16:47,R_8fj5iZia2UKGkcc,,,,,48.2342,16.325,anonymous,DE,Ich stimme zu,18-29,Männlich,,Austria,Berufsschule oder ähnliches,2,,,,,,,,"25,2 Mio",Ukraine,217.774,,,,Stimme gar nicht zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher zu,Regelmäßig,Dass Sie die antworten immer so geben dass sie dich befriedigen auch wenn sie nicht immer richtig sind,,C,0
2026-05-11 21:11:22,2026-05-11 21:26:56,IP Address,70.50.21.143,100,933,True,2026-05-11 21:26:56,R_339S0w4Hws3IEWz,,,,,43.7154,-79.3896,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Canada,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",1,,,,,"27,2%",Ukraine,"244,000",,,,,,,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Stimme voll zu,Keine Angabe,Regelmäßig,"Ich habe bemerkt, dass der Chatbot die Vertrauenswürdigkeit der Antwort bewerdet hat. ",,B,0
2026-05-11 21:15:05,2026-05-11 21:28:35,IP Address,84.173.207.227,100,809,True,2026-05-11 21:28:35,R_21H1urxafwebdQv,,,,,52.5312,13.3878,anonymous,DE,Ich stimme zu,50-59,Weiblich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",3,Ja,,,,,,,,,,"25,2 Millionen",Ukraine,244000,Stimme eher zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher zu,Stimme voll zu,Stimme eher nicht zu,Regelmäßig,"Die letzte Antwort (244.000 Menschen) war komplett korrekt, trotz nur 81% Antwortsicherheit",Viel Erfolg!! ,D,3
2026-05-11 22:37:22,2026-05-11 22:43:11,IP Address,172.226.108.55,100,348,True,2026-05-11 22:43:11,R_27JAfZ6Rk0tHXwA,,,,,52.5196,13.4069,anonymous,DE,Ich stimme zu,60-69,Männlich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",2,Nein,Circa 26 Millionen,"Aus der Türkei
","Rund 240000
",,,,,,,,,,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Regelmäßig,Sie werden besser,,A,0
2026-05-11 22:47:19,2026-05-11 22:48:05,IP Address,80.131.60.152,100,45,True,2026-05-11 22:48:06,R_8e82PdKVN5L9us2,,,,,52.4847,13.3484,anonymous,DE,Ich stimme nicht zu (Beendet automatisch die Umfrage),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11 23:34:18,2026-05-11 23:38:30,IP Address,79.196.62.36,100,251,True,2026-05-11 23:38:31,R_85Bfrnx4P704HvZ,,,,,53.5774,10.0785,anonymous,DE,Ich stimme zu,40-49,Männlich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",3,Nein,,,,"22,3 Millionen oder 27%","Ukraine, Syrien, Rumänien und Polen. ",244.000,,,,,,,Stimme voll zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Stimme voll zu,Stimme weder zu noch nicht zu,Gelegentlich,Fehler kommen oft vor,,B,0
2026-05-12 07:55:32,2026-05-12 08:07:04,IP Address,91.32.110.175,100,691,True,2026-05-12 08:07:04,R_2mDVXrafdg4fBdz,,,,,52.4822,13.3392,anonymous,DE,Ich stimme zu,40-49,Weiblich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",1,Nein,,,,,,,,,,"Das variiert je nach Jahreszahl. Im Jahr 2022 waren es ca 27%, im Jahr 2024 ca 30%.",Die meisten Menschen kamen aus der Ukraine.,"Im Dezember 2022 hat das Bundesamt für Migration und Flüchtlinge (BAMF) 26.672 Asylerstanträge entgegengenommen, im Gesamtjahr 2022 wurden 217.774 Asylerstanträge gestellt. ",Stimme eher zu,Stimme eher zu,Stimme eher zu,Stimme eher nicht zu,Stimme eher nicht zu,Stimme weder zu noch nicht zu,Selten,,,D,3
2026-05-12 08:00:32,2026-05-12 08:08:12,IP Address,91.25.180.170,100,459,True,2026-05-12 08:08:13,R_2b30swSyxNIBGjV,,,,,52.5312,13.3878,anonymous,DE,Ich stimme zu,50-59,Männlich,,Spain,"Universität, Bachelor-Abschluss",1,,,,,25 Millionen,Ukraine,26.358,,,,,,,Stimme eher nicht zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher nicht zu,Täglich,"Sie geben dir immer Recht und sagen dir genau das, was du hören willst","Viel Glück bei dieser Arbeit, Emma.",B,0
2026-05-12 08:04:57,2026-05-12 08:13:34,IP Address,80.187.113.126,100,517,True,2026-05-12 08:13:35,R_2fdsUMuTtYtL5V4,,,,,52.3724,9.7413,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",3,Nein,,,,,,,,,,"Laut den Daten des Statistischen Bundesamtes aus dem Jahr 2022 hatten in Deutschland rund 22,3 Millionen Menschen einen Migrationshintergrund. Diese Zahl entspricht etwa 27% der Gesamtbevölkerung. Personen mit Migrationshintergrund sind definiert als Menschen, die entweder selbst nach Deutschland eingewandert sind oder die mindestens einen zugewanderten oder als Ausländer in Deutschland geborenen Elternteil haben. Diese Gruppe umfasst sowohl Personen mit ausländischer Staatsangehörigkeit als auch 
deutsche Staatsbürger.","Im Jahr 2022 war die bedeutendste Gruppe der Zugewanderten in Deutschland Personen, die aus der Ukraine kamen. Dies war größtenteils auf den Ausbruch des Krieges in der Ukraine im Februar 2022 zurückzuführen, der einen erheblichen Zustrom von Geflüchteten nach Deutschland und in andere europäische Länder auslöste. Die deutsche Bundesregierung und zahlreiche Hilfsorganisationen stellten Unterstützung und Ressourcen zur Verfügung, um diesen Menschen zu helfen, die vor dem Konflikt flohen.","
Antwortsicherheit: 88%
Im Jahr 2022 wurden in Deutschland etwa 244.000 Asylanträge gestellt. Diese Zahl umfasst sowohl Erstanträge als auch Folgeanträge. Die steigende Zahl von Asylanträgen in diesem Jahr war neben den Auswirkungen des Krieges in der Ukraine auch auf andere globale Krisen und Konflikte zurückzuführen. Die Bearbeitung der Asylanträge wird vom Bundesamt für Migration und Flüchtlinge (BAMF) verwaltet, das dafür verantwortlich ist, über die Zuerkennung von Asyl oder anderen Formen von Schutz zu entscheiden.",Stimme eher nicht zu,Stimme gar nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme eher nicht zu,Täglich,"Ich fand interessant, das angegeben wurde wie viel Prozent warscheinlich einer korrekten Antwort angegeben wurde ",Die umfrage war am Handy nicht optimal gelöst um dran teil zu nehmen ,D,1
2026-05-12 08:26:33,2026-05-12 08:33:15,IP Address,91.32.110.175,100,402,True,2026-05-12 08:33:16,R_84l91LnNmp6BNus,,,,,52.4822,13.3392,anonymous,DE,Ich stimme zu,30-39,Männlich,,Germany,"Universität, Bachelor-Abschluss",2,Nein,30%,Ukraine,244.000,,,,,,,,,,Stimme voll zu,Stimme eher zu,Stimme voll zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Gelegentlich,Er rundet Zahlen und vereinfacht in manchen Punkten ,,A,3
2026-05-12 08:26:38,2026-05-12 08:35:18,IP Address,84.173.193.32,100,519,True,2026-05-12 08:35:19,R_8khxq5FHhoAflSq,,,,,52.5312,13.3878,anonymous,DE,Ich stimme zu,18-29,Männlich,,Germany,"Universität, Bachelor-Abschluss",2,Nein,,,,,,,ca 21 - 26 prozent ,Ukraine ,"200.000-220.000 Erstanträge, 240.000-250.000 Folgeanträge ",,,,Stimme eher zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Stimme voll zu,Stimme eher nicht zu,Selten,,,C,0
2026-05-12 09:40:38,2026-05-12 09:46:18,IP Address,104.28.62.40,100,340,True,2026-05-12 09:46:19,R_8CvVQLvCQRc3ARE,,,,,52.5196,13.4069,anonymous,DE,Ich stimme zu,50-59,Männlich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",2,Nein,,,,,,,,,,,,,Stimme eher zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Gelegentlich,Er hat die Antwort immer relativiert.,,C,3
2026-05-12 10:15:35,2026-05-12 10:25:58,IP Address,62.250.86.19,100,622,True,2026-05-12 10:25:59,R_2t3wBQFeh4asSsj,,,,,52.352,4.8384,anonymous,DE,Ich stimme zu,18-29,Männlich,,Germany,"Universität, Bachelor-Abschluss",4,Nein,,,,,,,,,,"25,2 Millionen ",Ukraine,244.132,Stimme eher nicht zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher zu,Regelmäßig,Gibt an wie sicher sich der chatbot in der Antwort ist. Scheint oft sehr hoch zu sein  ,,D,2
2026-05-12 10:37:07,2026-05-12 10:40:58,IP Address,176.7.235.221,100,231,True,2026-05-12 10:40:59,R_2Lv5yCNYbkCnDB4,,,,,50.1049,8.6295,anonymous,DE,Ich stimme zu,18-29,Männlich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",1,Ja,"Nach Daten des Statistischen Bundesamtes für das Jahr 2022 haben etwa 22,3 Millionen Menschen in Deutschland einen Migrationshintergrund. Dies entspricht rund 27% der Gesamtbevölkerung. Der Begriff „Migrationshintergrund“ umfasst Personen, die selbst oder deren mindestens ein Elternteil nicht mit deutscher Staatsangehörigkeit geboren wurde.","Im Jahr 2022 kamen die meisten Zugewanderten in Deutschland aus der Ukraine. Dies ist vor allem auf den Krieg in der Ukraine zurückzuführen, der im Februar 2022 begann und zu einem erheblichen Zustrom von Geflüchteten nach Deutschland und anderen europäischen Ländern führte.
","Im Jahr 2022 stellten rund 244.000 Menschen in Deutschland einen Asylantrag. Dies stellt einen Anstieg im Vergleich zu den Vorjahren dar und ist hauptsächlich durch Fluchtbewegungen aus Krisenregionen wie Syrien, Afghanistan und dem Irak sowie den Auswirkungen des Krieges in der Ukraine bedingt.
",,,,,,,,,,Stimme eher nicht zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Regelmäßig,Sehr schnell,,A,0
2026-05-12 11:18:00,2026-05-12 11:31:31,IP Address,176.0.92.243,100,811,True,2026-05-12 11:31:32,R_22W9K91ByJuR53H,,,,,52.5312,13.3878,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,"Universität, Bachelor-Abschluss",0,Nein,,,,,,,"Durch die vergleichung zwischen die Antwort des KI-bots und offizielle statistik, sind zwischen 21- 25,2 millionen menschen in deutschland mit eine migrationshintergrund, aber es ist schwierig genaue anzahlen anzugeben ","Ukraine. ungefähr 41,2% der zugewanderten in 2022 waren ukrainer",244.000 (244.132),,,,Stimme eher zu,Stimme eher zu,Stimme eher zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher nicht zu,Selten,"Chabot hat unsicherheit ausgedrückt, also mögliche fehler angegeben",,C,0
2026-05-12 11:16:31,2026-05-12 11:35:32,IP Address,84.128.243.25,100,1140,True,2026-05-12 11:35:34,R_2YkOP0XGDRg7bPg,,,,,53.5759,9.9492,anonymous,DE,Ich stimme zu,60-69,Weiblich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",3,Nein,,,,"22,2 Mio",Türkei,217.774 ,,,,,,,Stimme eher zu,Stimme eher nicht zu,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme eher zu,Täglich,nein,,B,3
2026-05-12 13:22:57,2026-05-12 13:28:17,IP Address,145.253.212.18,100,319,True,2026-05-12 13:28:17,R_8RaLSTSw0diWBzr,,,,,52.4972,13.3299,anonymous,DE,Ich stimme zu,50-59,Weiblich,,Germany,Berufsschule oder ähnliches,,Nein,,,,"22,6",Ukraine,244.000,,,,,,,Stimme voll zu,Stimme voll zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme voll zu,Stimme voll zu,Gelegentlich,,,B,0
2026-05-12 13:23:17,2026-05-12 13:35:15,IP Address,80.131.52.8,100,718,True,2026-05-12 13:35:17,R_8iXckcOGw9Vu65I,,,,,52.4847,13.3484,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,"Universität, Bachelor-Abschluss",1,Nein,"Im Jahr 2022 rund 22,6 Mio Menschen. Migrationshintergrund hier definiert: entweder die Person selbst oder mindestens ein Elternteil bei der Geburt nicht die deutsche Staatsbürgerschaft besaß.",Ukraine,"244.000, beinhaltet Erst- und Folgeanträge ",,,,,,,,,,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme eher zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Regelmäßig,Er geht nicht zu 100% auf alle Komponenten der Frage ein,,A,3
2026-05-12 14:50:35,2026-05-12 15:00:08,IP Address,84.173.195.185,100,573,True,2026-05-12 15:00:09,R_8nYKU0w0ZVV6ohJ,,,,,52.5312,13.3878,anonymous,DE,Ich stimme zu,60-69,Männlich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",2,Nein,,,,,,,,,,"25,5 %",Ukraine,217 774,Stimme weder zu noch nicht zu,Stimme weder zu noch nicht zu,Stimme eher zu,Stimme eher nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Täglich,,,D,1
2026-05-12 16:42:27,2026-05-12 16:51:53,IP Address,217.94.243.34,100,566,True,2026-05-12 16:51:54,R_8dQH5mRwGvo7SXF,,,,,52.4955,13.4105,anonymous,DE,Ich stimme zu,70 oder älter,Weiblich,,Germany,"Universität, Bachelor-Abschluss",3,Nein,,,,,,,,,,"25,2 Millionen ",Ukraine ,217.774,Stimme weder zu noch nicht zu,Stimme weder zu noch nicht zu,Stimme eher zu,Stimme eher nicht zu,Keine Angabe,Stimme weder zu noch nicht zu,Gelegentlich,,,D,3
2026-05-12 17:02:07,2026-05-12 17:19:47,IP Address,94.31.117.137,100,1060,True,2026-05-12 17:19:48,R_8xyZSJ8q2zqh4Eq,,,,,51.4429,9.5231,anonymous,DE,Ich stimme zu,60-69,Männlich,,Germany,"Universität, Bachelor-Abschluss",5,Ja,,,,,,,"30,4%",Ukraine,244.132,,,,Stimme eher nicht zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Regelmäßig,Ein Chatbot passt sich meiner Redensart an und er ändert die Antwort teilweise sehr bei genauerer Nachfrage..,,C,3
2026-05-12 17:48:38,2026-05-12 17:58:20,IP Address,205.147.28.53,100,581,True,2026-05-12 17:58:22,R_8IJYmTpn68xIEEP,,,,,52.5196,13.4069,anonymous,DE,Ich stimme zu,18-29,Männlich,,Germany,"Universität, Bachelor-Abschluss",3,Ja,,,,"22,3 Millionen ",Ukraine,217.774,,,,,,,Stimme voll zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Regelmäßig,Mir hätte daß Barometer mit der Antwortsicherheit gefallen. Wobei auch hier natürlich eher fraglich ist wie objektiv das gemessen wird. ,,B,0
2026-05-12 19:45:30,2026-05-12 20:03:02,IP Address,104.28.88.118,100,1051,True,2026-05-12 20:03:02,R_8Op14X4QzxYAjpl,,,,,52.3716,4.8883,anonymous,DE,Ich stimme zu,18-29,Männlich,,Netherlands,"Universität, Bachelor-Abschluss",1,,"Ca. 25 millionen, entsprechend ca. 30% der Gesamtbevölkerung ",Ukraine,Ca. 217.000 ,,,,,,,,,,Stimme eher zu,Stimme gar nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme eher zu,Regelmäßig,Nichts außergewöhnliches ,,A,3
2026-05-12 22:36:11,2026-05-12 22:46:10,IP Address,92.209.158.141,100,599,True,2026-05-12 22:46:11,R_2McUwcuCcX05CHn,,,,,51.361,6.7749,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,"Universität, Bachelor-Abschluss",1,Nein,,,,,,,,,,"Laut dem Statistischen Bundesamt hatten im Jahr 2023 etwa 22,3 Millionen Menschen in Deutschland einen Migrationshintergrund. Dies entspricht rund 27 Prozent der Gesamtbevölkerung.",Laut Daten des Statistischen Bundesamtes kamen die meisten zugewanderten Menschen in diesem Jahr aus der Ukraine.,Im Jahr 2022 wurden in Deutschland laut dem Bundesamt für Migration und Flüchtlinge (BAMF) insgesamt etwa 244.000 Asylanträge gestellt. Diese Zahl umfasst sowohl Erstanträge als auch Folgeanträge.,Stimme eher zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Regelmäßig,"Ohje. Also ja. Mir ist aufgefallen, dass er nicht auf das Internet zugreifen kann. Scheinbar nur auf eine Quelle, nämlich die des Statistischen Bundesamts. Und mir ist aufgefallen, dass die Antwortschreiben angegeben wurde. Diese war noch höher als 80%.",,D,2
2026-05-13 04:20:12,2026-05-13 04:37:34,IP Address,157.131.115.126,100,1041,True,2026-05-13 04:37:34,R_5WBwaitw8Sq2nj2,,,,,37.8487,-122.2209,anonymous,DE,Ich stimme zu,50-59,Weiblich,,United States of America,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",,,,,,,,,27%,Ukraine,217774,,,,Stimme eher nicht zu,Stimme eher nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Stimme eher nicht zu,Stimme eher zu,Täglich,Er hat die Richtigkeit der Antwort selbst relativiert. ,,C,0
2026-05-13 09:43:10,2026-05-13 09:52:59,IP Address,172.226.14.54,100,589,True,2026-05-13 09:53:00,R_2NAu6kx0MpYbPXP,,,,,45.4366,12.333,anonymous,DE,Ich stimme zu,60-69,Weiblich,,Germany,"Teilweise Universität, aber ohne Abschluss",3,Nein,,,,Ein Viertel ,"Syrien, aber auch Rumänien und Bulgarien",190.000,,,,,,,Stimme weder zu noch nicht zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme gar nicht zu,Stimme eher nicht zu,Stimme eher nicht zu,Nie,Nein,,B,0
2026-05-13 11:14:58,2026-05-13 11:21:52,IP Address,41.66.99.213,100,413,True,2026-05-13 11:21:53,R_2mXhIJAiASZwi9F,,,,,48.217,16.3944,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Austria,"Universität, Bachelor-Abschluss",1,,,,,,,,,,,27% der bevölkerung,Ukraine,244000,Stimme eher zu,Stimme eher zu,Stimme voll zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme eher zu,Selten,,,D,3
2026-05-13 13:19:30,2026-05-13 13:29:29,IP Address,62.156.7.146,100,598,True,2026-05-13 13:29:30,R_8bIeC4OoTCdr54n,,,,,52.5353,13.4245,anonymous,DE,Ich stimme zu,18-29,Männlich,,Germany,"Teilweise Universität, aber ohne Abschluss",2,Nein,,,,"27,2","Ukraine
",217.774,,,,,,,Stimme eher zu,Stimme eher zu,Stimme eher zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Regelmäßig,"Die eigene Angabe über die Verlässlichkeit der Aussage ist sehr hilfreich, sodass man evt weitere Quellen hinzu ziehen kann",,B,3
2026-05-13 15:12:59,2026-05-13 15:22:59,IP Address,176.0.42.11,100,600,True,2026-05-13 15:22:59,R_241j7PNIwLVFjk5,,,,,52.4941,13.4272,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,"Teilweise Universität, aber ohne Abschluss",1,Nein,,,,,,,,,,"25,2 Millionen im Jahr 2024",Ukraine,244000,Stimme weder zu noch nicht zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme voll zu,Gelegentlich,Nein,"Gut gemachte Umfrage, 10/10, hat mir gefallen, aber was war mit dieser geben sie hier “stimme voll zu” an-Frage?",D,1
2026-05-13 16:59:19,2026-05-13 17:14:26,IP Address,91.214.65.232,100,906,True,2026-05-13 17:14:26,R_2ypG9wxuI8yPTK9,,,,,50.1169,8.6837,anonymous,DE,Ich stimme zu,70 oder älter,Männlich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",3,Nein,"30%
",Aus der Ukraine ,244.000,,,,,,,,,,Stimme eher zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Gelegentlich,Nein ,,A,3
2026-05-13 11:01:01,2026-05-13 21:58:15,IP Address,89.245.204.158,100,39434,True,2026-05-13 21:58:16,R_2rO0JYwe345xNT1,,,,,52.5196,13.4069,anonymous,DE,Ich stimme zu,60-69,Männlich,,Germany,"Teilweise Universität, aber ohne Abschluss",2,Weiß ich nicht / Unsicher,Ungefähr 30% der Menschen in Deutschland hatten 2024 einen Migrationshintergrund.,2022 kamen die meisten Zugewanderten in Deutschland aus der Ukraine ,244132 Personen haben 2022 einen Asylantrag in Deutschland gestellt.,,,,,,,,,,Stimme eher nicht zu,Stimme gar nicht zu,Stimme voll zu,Stimme gar nicht zu,Stimme voll zu,Stimme eher nicht zu,Gelegentlich,,,A,3
2026-05-13 22:50:59,2026-05-13 23:05:11,IP Address,84.164.240.117,100,852,True,2026-05-13 23:05:12,R_2QRkZJa6Bbj4VR5,,,,,52.4955,13.4105,anonymous,DE,Ich stimme zu,70 oder älter,Weiblich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",3,Nein,,,,,,,,,,"25,2 Mio.",Ukraine, 217 774,Stimme eher nicht zu,Stimme gar nicht zu,Keine Angabe,Stimme eher nicht zu,Stimme voll zu,Stimme eher nicht zu,Selten,,,D,3
2026-05-13 23:39:37,2026-05-13 23:40:20,IP Address,79.234.235.163,100,43,True,2026-05-13 23:40:22,R_8QjZkBWbBJXB9fz,,,,,49.5253,9.3206,anonymous,DE,Ich stimme zu,30-39,Weiblich,,Germany,"Universität, Bachelor-Abschluss",4,Weiß ich nicht / Unsicher,-,,,,,,,,,,,,Stimme eher nicht zu,Stimme weder zu noch nicht zu,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme weder zu noch nicht zu,Stimme eher zu,Gelegentlich,,,A,0
2026-05-11 17:14:51,2026-05-14 08:11:04,IP Address,176.7.129.169,100,226573,True,2026-05-14 08:11:04,R_2o6e9pwWW5AqZTy,,,,,48.3916,10.8868,anonymous,DE,Ich stimme zu,50-59,Männlich,,Germany,"Universität, Bachelor-Abschluss",7,Nein,20 Millionen ,Türkei,350000,,,,,,,,,,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Regelmäßig,Nein,,A,0
2026-05-14 09:59:20,2026-05-14 10:05:33,IP Address,84.164.240.117,100,372,True,2026-05-14 10:05:34,R_8CuGh0ek9fQn1f3,,,,,52.4955,13.4105,anonymous,DE,Ich stimme zu,70 oder älter,Männlich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",2,Nein,,,,30,Ukraine,250000,,,,,,,Stimme weder zu noch nicht zu,Stimme eher zu,Stimme eher zu,Stimme eher nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Gelegentlich,nein,,B,0
2026-05-14 14:13:36,2026-05-14 14:21:20,IP Address,86.50.74.64,100,463,True,2026-05-14 14:21:21,R_2jV55AgMqlZQ6fM,,,,,60.46,22.3119,anonymous,DE,Ich stimme zu,18-29,Männlich,,Germany,"Universität, Bachelor-Abschluss",1,Nein,,,,,,,"25,2m ",Ukraine,244.000,,,,Stimme eher zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher zu,Regelmäßig,der Chatbot antwortet zögerlich bzw. stellt dar dass er sich irren könnte (unsicher?) ,,C,3
2026-05-14 17:37:44,2026-05-14 17:53:27,IP Address,5.90.13.20,100,942,True,2026-05-14 17:53:28,R_2kLMDx7ePgaG8Kh,,,,,45.0508,9.6972,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Luxembourg,"Universität, Bachelor-Abschluss",1,,,,,,,,"Es leben in Deutschland etwa 22,3 Millionen Menschen mit Migrationshintergrund. Dies entspricht ungefähr 27 Prozent der Gesamtbevölkerung.",Ukraine, Im Jahr 2022 etwa 217.774 Personen einen ASYLANTRAG gestellt. ,,,,Stimme eher zu,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Täglich,,"Hey, ich finde diese Studie sehr interessant und auch relevant. Ich hatte noch nicht darüber nachgedacht dass chatbots auch unsere Denkweise zur Migration shapen können.
Jedoch fand ich es schwierig in dieser Umfrage authentisch mit dem Chatbot zu interagieren weil ich schon im Voraus fragen gestellt wurde. Ich habe die gestellten Fragen aus diesem Grund einfach in den Chatbot kopiert. Aus diesem Grund kann ja dann nicht meine persönliche Interaktion getestet werden weil ich einfach die Frage von der Researcherin in den chatbot copy-pastete habe. ",C,0
2026-05-14 23:52:12,2026-05-15 00:01:52,IP Address,104.28.62.24,100,579,True,2026-05-15 00:01:52,R_2qDvyjIUciDXVJh,,,,,50.1169,8.6837,anonymous,DE,Ich stimme zu,50-59,Männlich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",4,Nein,,,,27%,Ukraine ,217000,,,,,,,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme eher zu,Stimme eher nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Regelmäßig,,,B,2
2026-05-15 11:36:37,2026-05-15 11:43:46,IP Address,61.8.147.227,100,428,True,2026-05-15 11:43:47,R_8as3JnUWQ1d3A7M,,,,,52.4958,13.3418,anonymous,DE,Ich stimme zu,30-39,Männlich,,Chile,"Universität, Bachelor-Abschluss",3,,,,,,,,,,,"23.8M app 28,2% ",Turquia,244.000 en el 2022,Stimme eher nicht zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher zu,Täglich,"Era muy rápido, pero no era preciso ni actual",,D,1
